                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                0.81752,                 1.6681,                  2.926,                 1.2202,                0.66557,                0.15897,                0.44263,                0.34657,                0.67895,                0.16216,                 0.4547,                0.35868,                0.68484,                 1.3346,                 2.7169,                 1.1017,               0.070455,              0.0032828,              0.0032828
                      1,                0.80549,                  1.398,                 2.0583,                 1.1617,                0.50376,                0.55911,                0.45757,                0.34014,                 0.5124,                0.56869,                0.46955,                0.35639,                0.85131,                 1.4818,                  2.101,                 1.2047,                 0.0398,              0.0059612,              0.0059612
